State,County,MCO Name,Service Category,Number of Active Patients,Number of Eligible MCO Patients,Number of Providers,Percent Of Eligible Patients Receving Services,Number of Services per Active Patient,Number of Active Patients per Provider,Calendar Year,Plan Category
Arizona,Yavapai,All,Behavioral Health,6432,"52,247",211,0.123107547,11.19574005,31:01:00,2025,All
Arizona,Yuma,All,Behavioral Health,4081,"43,072",252,0.094748328,61.61749571,17:01,2020,All
Arizona,Yuma,All,Behavioral Health,5366,"54,610",263,0.098260392,65.39582557,21:01,2021,All
Arizona,Yuma,All,Behavioral Health,7330,"69,735",301,0.105112211,62.74870396,25:01:00,2022,All
Arizona,Yuma,All,Behavioral Health,9335,"90,196",306,0.103496829,66.12533476,31:01:00,2023,All
Arizona,Yuma,All,Behavioral Health,11779,"100,585",319,0.117104936,68.83130996,37:01:00,2024,All
Arizona,Yuma,All,Behavioral Health,6970,"92,413",214,0.075422289,13.74146341,33:01:00,2025,All
Arizona,Apache,All,Pediatric Dental,373,"3,304",8,0.112893462,7.115281501,47:01:00,2020,All
Arizona,Apache,All,Pediatric Dental,498,"5,195",9,0.095861405,7.542168675,56:01:00,2021,All
Arizona,Apache,All,Pediatric Dental,680,"6,912",8,0.09837963,7.801470588,85:01:00,2022,All
Arizona,Apache,All,Pediatric Dental,795,"9,568",6,0.083089465,7.455345912,133:01:00,2023,All
Arizona,Apache,All,Pediatric Dental,958,"13,498",4,0.070973478,8.137787056,240:01:00,2024,All
Arizona,Apache,All,Pediatric Dental,266,"13,789",3,0.019290739,4.642857143,89:01:00,2025,All
Arizona,Cochise,All,Pediatric Dental,2938,"8,673",21,0.33875245,6.524166099,140:01:00,2020,All
Arizona,Cochise,All,Pediatric Dental,4256,"10,202",26,0.417173103,7.209116541,164:01:00,2021,All
Arizona,Cochise,All,Pediatric Dental,4983,"12,618",17,0.39491203,6.750351194,294:01:00,2022,All
Arizona,Cochise,All,Pediatric Dental,7120,"15,778",19,0.45126125,6.933146067,375:01:00,2023,All
Arizona,Cochise,All,Pediatric Dental,8245,"17,694",18,0.465977167,7.540448757,459:01:00,2024,All
Arizona,Cochise,All,Pediatric Dental,2569,"16,497",16,0.155725283,4.188010899,161:01:00,2025,All
Arizona,Coconino,All,Pediatric Dental,2111,"6,302",51,0.334973024,8.22074846,42:01:00,2020,All
Arizona,Coconino,All,Pediatric Dental,2878,"8,043",46,0.357826682,8.458651842,63:01:00,2021,All
Arizona,Coconino,All,Pediatric Dental,3757,"10,325",46,0.363874092,9.153313814,82:01:00,2022,All
Arizona,Coconino,All,Pediatric Dental,4750,"13,377",42,0.35508709,9.231368421,114:01:00,2023,All
Arizona,Coconino,All,Pediatric Dental,4569,"15,823",49,0.288756873,9.358940687,94:01:00,2024,All
Arizona,Coconino,All,Pediatric Dental,1138,"15,219",41,0.074774952,5.471880492,28:01:00,2025,All
Arizona,Gila,All,Pediatric Dental,700,"2,440",20,0.286885246,7.775714286,35:01:00,2020,All
Arizona,Gila,All,Pediatric Dental,951,"2,973",16,0.31987891,8.597266036,60:01:00,2021,All
Arizona,Gila,All,Pediatric Dental,1176,"3,760",15,0.312765957,9.144557823,79:01:00,2022,All
Arizona,Gila,All,Pediatric Dental,1518,"4,853",11,0.312796209,8.585638999,138:01:00,2023,All
Arizona,Gila,All,Pediatric Dental,1658,"5,312",10,0.312123494,8.447527141,166:01:00,2024,All
Arizona,Gila,All,Pediatric Dental,473,"4,848",8,0.097566007,5.245243129,60:01:00,2025,All
Arizona,Graham,All,Pediatric Dental,663,"2,824",8,0.234773371,7.129713424,83:01:00,2020,All
Arizona,Graham,All,Pediatric Dental,952,"3,560",7,0.26741573,8.005252101,136:01:00,2021,All
Arizona,Graham,All,Pediatric Dental,1290,"4,777",6,0.270043961,7.768217054,215:01:00,2022,All
Arizona,Graham,All,Pediatric Dental,1555,"6,535",9,0.237949503,7.673311897,173:01:00,2023,All
Arizona,Graham,All,Pediatric Dental,1952,"8,461",7,0.23070559,7.704918033,279:01:00,2024,All
Arizona,Graham,All,Pediatric Dental,695,"8,514",5,0.081630256,4.922302158,139:01:00,2025,All
Arizona,Greenlee,All,Pediatric Dental,73,426,1,0.171361502,7.438356164,73:01:00,2020,All
Arizona,Greenlee,All,Pediatric Dental,109,521,1,0.209213052,7.247706422,109:01:00,2021,All
Arizona,Greenlee,All,Pediatric Dental,175,674,0,0.259643917,7.811428571,0,2022,All
Arizona,Greenlee,All,Pediatric Dental,179,839,0,0.213349225,8.201117318,0,2023,All
Arizona,Greenlee,All,Pediatric Dental,246,922,0,0.26681128,7.402439024,0,2024,All
Arizona,Greenlee,All,Pediatric Dental,61,831,0,0.073405535,5.819672131,0,2025,All
Arizona,La Paz,All,Pediatric Dental,155,"1,193",1,0.12992456,8.361290323,155:01:00,2020,All
Arizona,La Paz,All,Pediatric Dental,243,"1,469",0,0.165418652,9.098765432,0,2021,All
Arizona,La Paz,All,Pediatric Dental,328,"1,753",0,0.187107815,9.362804878,0,2022,All
Arizona,La Paz,All,Pediatric Dental,449,"2,270",0,0.197797357,8.365256125,0,2023,All
Arizona,La Paz,All,Pediatric Dental,522,"2,672",0,0.195359281,9.013409962,0,2024,All
Arizona,La Paz,All,Pediatric Dental,203,"2,506",0,0.081005587,5.596059113,0,2025,All
Arizona,Maricopa,All,Pediatric Dental,129729,"302,469",715,0.428900152,9.340440457,182:01:00,2020,All
Arizona,Maricopa,All,Pediatric Dental,166513,"359,323",716,0.463407575,10.05845189,233:01:00,2021,All
Arizona,Maricopa,All,Pediatric Dental,198410,"430,077",705,0.461335993,9.753908573,282:01:00,2022,All
Arizona,Maricopa,All,Pediatric Dental,238982,"529,158",723,0.451626924,9.794628884,331:01:00,2023,All
Arizona,Maricopa,All,Pediatric Dental,270453,"582,237",692,0.464506721,9.980839554,391:01:00,2024,All
Arizona,Maricopa,All,Pediatric Dental,81723,"536,822",509,0.152234819,5.915837647,161:01:00,2025,All
Arizona,Mohave,All,Pediatric Dental,7004,"15,530",21,0.450998068,9.601656196,334:01:00,2020,All
Arizona,Mohave,All,Pediatric Dental,8543,"18,097",17,0.472067193,9.684654103,503:01:00,2021,All
Arizona,Mohave,All,Pediatric Dental,9881,"21,693",17,0.455492555,10.00020241,582:01:00,2022,All
Arizona,Mohave,All,Pediatric Dental,12038,"26,663",15,0.451487079,9.869995016,803:01:00,2023,All
Arizona,Mohave,All,Pediatric Dental,8946,"29,273",14,0.305605848,8.423541247,639:01:00,2024,All
Arizona,Mohave,All,Pediatric Dental,2053,"26,789",11,0.076635933,5.912810521,187:01:00,2025,All
Arizona,Navajo,All,Pediatric Dental,1882,"7,010",24,0.268473609,7.91498406,79:01:00,2020,All
Arizona,Navajo,All,Pediatric Dental,2582,"9,286",22,0.278052983,7.451587916,118:01:00,2021,All
Arizona,Navajo,All,Pediatric Dental,3428,"12,152",23,0.282093483,7.802508751,150:01:00,2022,All
Arizona,Navajo,All,Pediatric Dental,4164,"16,668",18,0.249820014,7.824207493,232:01:00,2023,All
Arizona,Navajo,All,Pediatric Dental,4700,"22,361",19,0.21018738,8.321489362,248:01:00,2024,All
Arizona,Navajo,All,Pediatric Dental,1368,"22,688",16,0.060296192,4.828216374,86:01:00,2025,All
Arizona,Pima,All,Pediatric Dental,25413,"63,607",217,0.399531498,7.399598631,118:01:00,2020,All
Arizona,Pima,All,Pediatric Dental,32476,"75,837",220,0.428234239,8.167847025,148:01:00,2021,All
Arizona,Pima,All,Pediatric Dental,39237,"91,713",213,0.427823755,8.419196167,185:01:00,2022,All
Arizona,Pima,All,Pediatric Dental,49224,"113,824",232,0.432457127,8.691674793,213:01:00,2023,All
Arizona,Pima,All,Pediatric Dental,57887,"128,317",231,0.451124948,9.21920293,251:01:00,2024,All
Arizona,Pima,All,Pediatric Dental,17568,"120,972",178,0.145223688,5.51901184,99:01:00,2025,All
Arizona,Pinal,All,Pediatric Dental,8352,"23,772",117,0.351337708,8.818726054,72:01:00,2020,All
Arizona,Pinal,All,Pediatric Dental,12007,"29,833",120,0.402473771,9.371366703,101:01:00,2021,All
Arizona,Pinal,All,Pediatric Dental,15440,"38,450",132,0.401560468,8.89507772,117:01:00,2022,All
Arizona,Pinal,All,Pediatric Dental,20714,"50,735",153,0.408278309,8.978613498,136:01:00,2023,All
Arizona,Pinal,All,Pediatric Dental,24355,"61,050",161,0.398935299,9.148922193,152:01:00,2024,All
Arizona,Pinal,All,Pediatric Dental,7201,"58,376",112,0.123355489,5.366199139,65:01:00,2025,All
Arizona,Santa Cruz,All,Pediatric Dental,1584,"5,713",4,0.277262384,6.511994949,396:01:00,2020,All
Arizona,Santa Cruz,All,Pediatric Dental,2089,"6,618",8,0.315654276,7.594064146,262:01:00,2021,All
Arizona,Santa Cruz,All,Pediatric Dental,3000,"7,797",4,0.384763371,7.648333333,750:01:00,2022,All
Arizona,Santa Cruz,All,Pediatric Dental,3902,"9,493",3,0.411039713,7.921578678,1301:01:00,2023,All
Arizona,Santa Cruz,All,Pediatric Dental,4584,"10,361",3,0.442428337,8.04973822,1528:01:00,2024,All
Arizona,Santa Cruz,All,Pediatric Dental,1502,"9,684",3,0.155101198,4.635818908,501:01:00,2025,All
Arizona,Yavapai,All,Pediatric Dental,5193,"12,157",41,0.427161306,8.556903524,127:01:00,2020,All
Arizona,Yavapai,All,Pediatric Dental,6297,"14,590",40,0.431596984,8.004446562,158:01:00,2021,All
Arizona,Yavapai,All,Pediatric Dental,8113,"17,561",40,0.461989636,8.674473068,203:01:00,2022,All
Arizona,Yavapai,All,Pediatric Dental,9952,"21,555",35,0.461702621,9.228496785,285:01:00,2023,All
Arizona,Yavapai,All,Pediatric Dental,10769,"22,934",28,0.469564838,9.845110967,385:01:00,2024,All
Arizona,Yavapai,All,Pediatric Dental,3247,"21,022",24,0.154457235,5.479827533,136:01:00,2025,All
Arizona,Yuma,All,Pediatric Dental,6374,"17,890",64,0.356288429,7.628176969,100:01:00,2020,All
Arizona,Yuma,All,Pediatric Dental,9697,"22,895",70,0.423542258,8.846859854,139:01:00,2021,All
Arizona,Yuma,All,Pediatric Dental,12520,"29,297",59,0.42734751,9.178913738,213:01:00,2022,All
Arizona,Yuma,All,Pediatric Dental,16641,"37,707",60,0.441323892,9.74592873,278:01:00,2023,All
Arizona,Yuma,All,Pediatric Dental,20652,"43,355",62,0.476346442,9.93269417,334:01:00,2024,All
Arizona,Yuma,All,Pediatric Dental,6771,"41,163",55,0.164492384,5.782306897,124:01:00,2025,All
Arizona,Apache,All,Prenatal Ob/Gyn,34,"1,857",8,0.018309101,2.823529412,5:01,2020,All
Arizona,Apache,All,Prenatal Ob/Gyn,47,"3,152",9,0.014911168,3.744680851,6:01,2021,All
Arizona,Apache,All,Prenatal Ob/Gyn,59,"4,223",8,0.013971111,4.762711864,8:01,2022,All
Arizona,Apache,All,Prenatal Ob/Gyn,74,"5,825",7,0.012703863,8.013513514,11:01,2023,All
Arizona,Apache,All,Prenatal Ob/Gyn,88,"7,689",9,0.011444921,14.88636364,10:01,2024,All
Arizona,Apache,All,Prenatal Ob/Gyn,*,*,2,0.001670379,6.416666667,*,2025,All
Arizona,Cochise,All,Prenatal Ob/Gyn,327,"4,592",31,0.071210801,7.574923547,11:01,2020,All
Arizona,Cochise,All,Prenatal Ob/Gyn,388,"5,745",30,0.067536989,7.255154639,13:01,2021,All
Arizona,Cochise,All,Prenatal Ob/Gyn,488,"7,314",29,0.066721356,5.93852459,17:01,2022,All
Arizona,Cochise,All,Prenatal Ob/Gyn,554,"9,357",27,0.059207011,7.184115523,21:01,2023,All
Arizona,Cochise,All,Prenatal Ob/Gyn,687,"10,349",29,0.066383225,6.618631732,24:01:00,2024,All
Arizona,Cochise,All,Prenatal Ob/Gyn,159,"9,049",15,0.017571002,3.685534591,11:01,2025,All
Arizona,Coconino,All,Prenatal Ob/Gyn,184,"3,744",48,0.049145299,8.119565217,4:01,2020,All
Arizona,Coconino,All,Prenatal Ob/Gyn,222,"5,115",42,0.04340176,11.37387387,6:01,2021,All
Arizona,Coconino,All,Prenatal Ob/Gyn,265,"6,635",42,0.039939714,9.694339623,7:01,2022,All
Arizona,Coconino,All,Prenatal Ob/Gyn,321,"8,682",38,0.036973048,12.51401869,9:01,2023,All
Arizona,Coconino,All,Prenatal Ob/Gyn,343,"9,665",39,0.035488877,11.50437318,9:01,2024,All
Arizona,Coconino,All,Prenatal Ob/Gyn,94,"8,216",14,0.011441091,11.09574468,7:01,2025,All
Arizona,Gila,All,Prenatal Ob/Gyn,79,"1,260",27,0.062698413,7.088607595,3:01,2020,All
Arizona,Gila,All,Prenatal Ob/Gyn,103,"1,614",26,0.063816605,6.349514563,4:01,2021,All
Arizona,Gila,All,Prenatal Ob/Gyn,115,"2,116",22,0.054347826,7.304347826,6:01,2022,All
Arizona,Gila,All,Prenatal Ob/Gyn,184,"2,788",18,0.065997131,7.576086957,11:01,2023,All
Arizona,Gila,All,Prenatal Ob/Gyn,238,"3,008",23,0.07912234,7.638655462,11:01,2024,All
Arizona,Gila,All,Prenatal Ob/Gyn,72,"2,617",9,0.027512419,3.722222222,8:01,2025,All
Arizona,Graham,All,Prenatal Ob/Gyn,99,"1,496",12,0.066176471,4.464646465,9:01,2020,All
Arizona,Graham,All,Prenatal Ob/Gyn,110,"1,975",12,0.055696203,4.909090909,10:01,2021,All
Arizona,Graham,All,Prenatal Ob/Gyn,167,"2,647",11,0.063090291,4.161676647,16:01,2022,All
Arizona,Graham,All,Prenatal Ob/Gyn,160,"3,661",11,0.043703906,5.94375,15:01,2023,All
Arizona,Graham,All,Prenatal Ob/Gyn,226,"4,528",12,0.049911661,5.915929204,19:01,2024,All
Arizona,Graham,All,Prenatal Ob/Gyn,63,"4,342",4,0.014509443,3.46031746,16:01,2025,All
Arizona,Greenlee,All,Prenatal Ob/Gyn,14,234,1,0.05982906,5.428571429,14:01,2020,All
Arizona,Greenlee,All,Prenatal Ob/Gyn,16,280,0,0.057142857,4.5625,0,2021,All
Arizona,Greenlee,All,Prenatal Ob/Gyn,31,363,0,0.085399449,3.903225806,0,2022,All
Arizona,Greenlee,All,Prenatal Ob/Gyn,30,468,0,0.064102564,5.4,0,2023,All
Arizona,Greenlee,All,Prenatal Ob/Gyn,37,501,0,0.073852295,5.324324324,0,2024,All
Arizona,Greenlee,All,Prenatal Ob/Gyn,*,*,0,0.020594966,2.555555556,*,2025,All
Arizona,La Paz,All,Prenatal Ob/Gyn,34,610,1,0.055737705,5.264705882,34:01:00,2020,All
Arizona,La Paz,All,Prenatal Ob/Gyn,43,757,1,0.05680317,7.930232558,43:01:00,2021,All
Arizona,La Paz,All,Prenatal Ob/Gyn,44,935,1,0.047058824,6.659090909,44:01:00,2022,All
Arizona,La Paz,All,Prenatal Ob/Gyn,57,"1,224",1,0.046568627,7.894736842,57:01:00,2023,All
Arizona,La Paz,All,Prenatal Ob/Gyn,90,"1,407",0,0.063965885,7.433333333,0,2024,All
Arizona,La Paz,All,Prenatal Ob/Gyn,27,"1,243",0,0.021721641,4.925925926,0,2025,All
Arizona,Maricopa,All,Prenatal Ob/Gyn,10832,"139,944",689,0.07740239,8.470642541,16:01,2020,All
Arizona,Maricopa,All,Prenatal Ob/Gyn,13076,"177,806",689,0.073540825,8.671765066,19:01,2021,All
Arizona,Maricopa,All,Prenatal Ob/Gyn,15657,"225,694",663,0.06937269,8.742734879,24:01:00,2022,All
Arizona,Maricopa,All,Prenatal Ob/Gyn,20269,"291,143",699,0.06961871,9.680349302,29:01:00,2023,All
Arizona,Maricopa,All,Prenatal Ob/Gyn,25252,"312,867",702,0.080711612,11.32872644,36:01:00,2024,All
Arizona,Maricopa,All,Prenatal Ob/Gyn,7479,"264,323",377,0.028294927,4.573472389,20:01,2025,All
Arizona,Mohave,All,Prenatal Ob/Gyn,590,"8,700",31,0.067816092,3.986440678,20:01,2020,All
Arizona,Mohave,All,Prenatal Ob/Gyn,609,"10,603",25,0.057436575,4.136288998,25:01:00,2021,All
Arizona,Mohave,All,Prenatal Ob/Gyn,786,"13,089",29,0.060050424,3.833333333,28:01:00,2022,All
Arizona,Mohave,All,Prenatal Ob/Gyn,941,"16,404",23,0.057364058,5.276301807,41:01:00,2023,All
Arizona,Mohave,All,Prenatal Ob/Gyn,1054,"17,466",26,0.060345815,6.738140417,41:01:00,2024,All
Arizona,Mohave,All,Prenatal Ob/Gyn,124,"15,028",7,0.008251264,3.048387097,18:01,2025,All
Arizona,Navajo,All,Prenatal Ob/Gyn,151,"3,704",41,0.040766739,3.668874172,4:01,2020,All
Arizona,Navajo,All,Prenatal Ob/Gyn,141,"5,211",38,0.027058146,5.992907801,4:01,2021,All
Arizona,Navajo,All,Prenatal Ob/Gyn,215,"6,986",36,0.030775837,4.8,6:01,2022,All
Arizona,Navajo,All,Prenatal Ob/Gyn,318,"9,684",37,0.03283767,8.053459119,9:01,2023,All
Arizona,Navajo,All,Prenatal Ob/Gyn,324,"12,144",49,0.026679842,13.83024691,7:01,2024,All
Arizona,Navajo,All,Prenatal Ob/Gyn,78,"11,377",31,0.006855937,9.628205128,3:01,2025,All
Arizona,Pima,All,Prenatal Ob/Gyn,2279,"34,891",170,0.065317704,8.787187363,14:01,2020,All
Arizona,Pima,All,Prenatal Ob/Gyn,2803,"44,281",178,0.063300287,9.629682483,16:01,2021,All
Arizona,Pima,All,Prenatal Ob/Gyn,3469,"56,152",184,0.061778743,10.56039204,19:01,2022,All
Arizona,Pima,All,Prenatal Ob/Gyn,4618,"72,253",206,0.063914301,10.34019056,23:01,2023,All
Arizona,Pima,All,Prenatal Ob/Gyn,5663,"78,113",223,0.072497536,11.45258697,26:01:00,2024,All
Arizona,Pima,All,Prenatal Ob/Gyn,1547,"67,743",115,0.022836308,4.985132515,14:01,2025,All
Arizona,Pinal,All,Prenatal Ob/Gyn,913,"11,149",117,0.081890753,8.557502738,8:01,2020,All
Arizona,Pinal,All,Prenatal Ob/Gyn,1141,"14,682",114,0.077714208,9.383873795,11:01,2021,All
Arizona,Pinal,All,Prenatal Ob/Gyn,1586,"19,531",96,0.081204239,11.96153846,17:01,2022,All
Arizona,Pinal,All,Prenatal Ob/Gyn,2206,"26,410",100,0.083528966,13.34496827,23:01,2023,All
Arizona,Pinal,All,Prenatal Ob/Gyn,2767,"30,741",116,0.090010084,14.98807373,24:01:00,2024,All
Arizona,Pinal,All,Prenatal Ob/Gyn,897,"27,558",67,0.032549532,7.088071349,14:01,2025,All
Arizona,Santa Cruz,All,Prenatal Ob/Gyn,159,"2,696",10,0.058976261,3.295597484,16:01,2020,All
Arizona,Santa Cruz,All,Prenatal Ob/Gyn,209,"3,313",13,0.063084817,5.679425837,17:01,2021,All
Arizona,Santa Cruz,All,Prenatal Ob/Gyn,331,"4,079",13,0.08114734,12.70694864,26:01:00,2022,All
Arizona,Santa Cruz,All,Prenatal Ob/Gyn,416,"5,154",16,0.080714009,12.65384615,26:01:00,2023,All
Arizona,Santa Cruz,All,Prenatal Ob/Gyn,463,"5,321",17,0.087013719,14.97192225,28:01:00,2024,All
Arizona,Santa Cruz,All,Prenatal Ob/Gyn,153,"4,615",4,0.033152763,7.418300654,39:01:00,2025,All
Arizona,Yavapai,All,Prenatal Ob/Gyn,445,"6,223",31,0.071508919,4.471910112,15:01,2020,All
Arizona,Yavapai,All,Prenatal Ob/Gyn,495,"7,762",31,0.063772224,5.006060606,16:01,2021,All
Arizona,Yavapai,All,Prenatal Ob/Gyn,605,"9,815",30,0.061640346,4.892561983,21:01,2022,All
Arizona,Yavapai,All,Prenatal Ob/Gyn,698,"12,531",22,0.055701859,6.783667622,32:01:00,2023,All
Arizona,Yavapai,All,Prenatal Ob/Gyn,819,"13,095",28,0.062542955,6.989010989,30:01:00,2024,All
Arizona,Yavapai,All,Prenatal Ob/Gyn,208,"11,216",13,0.018544936,3.548076923,16:01,2025,All
Arizona,Yuma,All,Prenatal Ob/Gyn,814,"9,164",50,0.08882584,12.73832924,17:01,2020,All
Arizona,Yuma,All,Prenatal Ob/Gyn,1104,"12,236",51,0.090225564,13.0307971,22:01,2021,All
Arizona,Yuma,All,Prenatal Ob/Gyn,1355,"16,158",48,0.083859389,9.644280443,29:01:00,2022,All
Arizona,Yuma,All,Prenatal Ob/Gyn,1718,"21,585",49,0.079592309,14.56344587,36:01:00,2023,All
Arizona,Yuma,All,Prenatal Ob/Gyn,2251,"24,149",51,0.093212969,11.26077299,45:01:00,2024,All
Arizona,Yuma,All,Prenatal Ob/Gyn,590,"21,456",30,0.027498136,5.050847458,20:01,2025,All
Michigan,Alcona,All,Behavioral Health,163,"1,507",46,0.108161911,37.47239264,4:01,2020,All
Michigan,Alcona,All,Behavioral Health,209,"1,744",47,0.11983945,41.60287081,5:01,2021,All
Michigan,Alcona,All,Behavioral Health,242,"2,099",57,0.115292997,53.2768595,5:01,2022,All
Michigan,Alcona,All,Behavioral Health,304,"2,609",51,0.116519739,47.23684211,6:01,2023,All
Michigan,Alcona,All,Behavioral Health,314,"2,767",50,0.113480304,30.15605096,7:01,2024,All
Michigan,Alcona,All,Behavioral Health,182,"2,461",32,0.073953677,17.05494505,6:01,2025,All
Michigan,Alger,All,Behavioral Health,100,"1,060",71,0.094339623,11.33,2:01,2020,All
Michigan,Alger,All,Behavioral Health,115,"1,188",73,0.096801347,18.67826087,2:01,2021,All
Michigan,Alger,All,Behavioral Health,126,"1,345",74,0.093680297,15.3015873,2:01,2022,All
Michigan,Alger,All,Behavioral Health,143,"1,703",81,0.083969466,17.04195804,2:01,2023,All
Michigan,Alger,All,Behavioral Health,169,"1,475",82,0.114576271,15.38461538,3:01,2024,All
Michigan,Alger,All,Behavioral Health,131,"1,584",53,0.08270202,4.366412214,3:01,2025,All
Michigan,Allegan,All,Behavioral Health,1309,"12,070",503,0.108450704,27.68983957,3:01,2020,All
Michigan,Allegan,All,Behavioral Health,1621,"15,151",570,0.106989638,25.95064775,3:01,2021,All
Michigan,Allegan,All,Behavioral Health,2020,"18,208",606,0.110940246,23.03366337,4:01,2022,All
Michigan,Allegan,All,Behavioral Health,2893,"23,325",646,0.124030011,23.23816108,5:01,2023,All
Michigan,Allegan,All,Behavioral Health,3652,"26,024",641,0.140332001,29.62075575,6:01,2024,All
Michigan,Allegan,All,Behavioral Health,2404,"21,732",429,0.110620283,8.619800333,6:01,2025,All
Michigan,Alpena,All,Behavioral Health,630,"4,378",104,0.143901325,38.56190476,7:01,2020,All
Michigan,Alpena,All,Behavioral Health,790,"5,142",115,0.153636717,41.67341772,7:01,2021,All
Michigan,Alpena,All,Behavioral Health,1011,"6,150",126,0.164390244,39.0652819,9:01,2022,All
Michigan,Alpena,All,Behavioral Health,1315,"7,670",122,0.171447197,42.97946768,11:01,2023,All
Michigan,Alpena,All,Behavioral Health,1492,"8,409",122,0.177428945,34.54356568,13:01,2024,All
Michigan,Alpena,All,Behavioral Health,877,"7,393",82,0.118625727,15.76168757,11:01,2025,All
Michigan,Antrim,All,Behavioral Health,276,"3,072",19,0.08984375,19.82608696,15:01,2020,All
Michigan,Antrim,All,Behavioral Health,357,"3,587",21,0.099526066,25.25210084,17:01,2021,All
Michigan,Antrim,All,Behavioral Health,435,"4,291",18,0.101374971,23.46896552,25:01:00,2022,All
Michigan,Antrim,All,Behavioral Health,590,"5,438",23,0.108495771,26.76610169,26:01:00,2023,All
Michigan,Antrim,All,Behavioral Health,545,"5,126",23,0.106320718,28.40183486,24:01:00,2024,All
Michigan,Antrim,All,Behavioral Health,368,"4,803",18,0.07661878,13.03804348,21:01,2025,All
Michigan,Arenac,All,Behavioral Health,292,"2,452",77,0.11908646,19.73972603,4:01,2020,All
Michigan,Arenac,All,Behavioral Health,335,"2,840",83,0.117957746,21.02985075,5:01,2021,All
Michigan,Arenac,All,Behavioral Health,402,"3,398",90,0.118304885,28.63930348,5:01,2022,All
Michigan,Arenac,All,Behavioral Health,519,"4,149",111,0.125090383,27.11175337,5:01,2023,All
Michigan,Arenac,All,Behavioral Health,598,"4,446",120,0.134502924,28.27591973,5:01,2024,All
Michigan,Arenac,All,Behavioral Health,444,"4,002",92,0.110944528,5.788288288,5:01,2025,All
Michigan,Baraga,All,Behavioral Health,118,"1,119",6,0.105451296,50.08474576,20:01,2020,All
Michigan,Baraga,All,Behavioral Health,140,"1,325",6,0.105660377,47.81428571,24:01:00,2021,All
